identifiant;status;type;filiere;nom;numero_de_version;date_de_publication;date_de_debut;date_de_fin;cause;information_complementaire;puissance_maximale_mw;puissance_disponible_mw
05470_EDF_T_00085679;Active;Chronique;Nucléaire;GOLFECH 2;1;2022-11-02T11:29:03+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 1279MW; 23h55 : 1279MW 04/11/2022 00h00 : 1279MW; 23h55 : 1279MW";;
05470_EDF_T_00085678;Active;Chronique;Nucléaire;DAMPIERRE 4;1;2022-11-02T11:28:58+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 843MW; 04h25 : 843MW; 04h30 : 875MW; 23h55 : 875MW 04/11/2022 00h00 : 875MW; 23h55 : 875MW";;
05470_EDF_T_00085677;Active;Chronique;Nucléaire;DAMPIERRE 1;1;2022-11-02T11:28:54+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 860MW; 23h55 : 860MW 04/11/2022 00h00 : 860MW; 23h55 : 860MW";;
05470_EDF_T_00085676;Active;Chronique;Nucléaire;CRUAS 4;1;2022-11-02T11:28:49+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 400MW; 17h55 : 400MW; 18h00 : 891MW; 23h55 : 891MW 04/11/2022 00h00 : 891MW; 23h55 : 891MW";;
05470_EDF_T_00085675;Active;Chronique;Nucléaire;CRUAS 1;1;2022-11-02T11:28:45+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 180MW; 23h55 : 180MW 04/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 906MW; 23h55 : 906MW";;
05470_EDF_T_00085674;Inactive;Chronique;Nucléaire;CHINON 4;1;2022-11-02T11:28:40+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 281MW; 05h25 : 281MW; 05h30 : 885MW; 16h55 : 885MW; 17h00 : 281MW; 23h55 : 281MW 04/11/2022 00h00 : 281MW; 07h25 : 281MW; 07h30 : 885MW; 09h55 : 885MW; 10h00 : 849MW; 22h55 : 849MW; 23h00 : 281MW; 23h55 : 281MW";;
05470_EDF_T_00085673;Active;Chronique;Nucléaire;CHINON 1;1;2022-11-02T11:28:36+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 890MW; 23h55 : 890MW 04/11/2022 00h00 : 890MW; 23h55 : 890MW";;
05470_EDF_T_00085672;Active;Chronique;Nucléaire;CATTENOM 2;1;2022-11-02T11:28:32+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 615MW; 08h25 : 615MW; 08h30 : 1270MW; 10h25 : 1270MW; 10h30 : 615MW; 23h55 : 615MW 04/11/2022 00h00 : 615MW; 00h25 : 615MW; 00h30 : 1232MW; 01h55 : 1232MW; 02h00 : 615MW; 06h25 : 615MW; 06h30 : 1270MW; 08h55 : 1270MW; 09h00 : 615MW; 23h55 : 615MW";;
05470_EDF_T_00085671;Active;Chronique;Nucléaire;BUGEY 5;1;2022-11-02T11:28:27+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 865MW; 11h55 : 865MW; 12h00 : 180MW; 23h55 : 180MW 04/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 865MW; 15h55 : 865MW; 16h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085670;Active;Chronique;Nucléaire;BUGEY 3;1;2022-11-02T11:28:23+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 180MW; 23h55 : 180MW 04/11/2022 00h00 : 180MW; 02h25 : 180MW; 02h30 : 896MW; 13h55 : 896MW; 14h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085669;Active;Chronique;Nucléaire;BUGEY 2;1;2022-11-02T11:28:19+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 905MW; 23h55 : 905MW 04/11/2022 00h00 : 905MW; 16h55 : 905MW; 17h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085668;Active;Chronique;Nucléaire;BLAYAIS 4;1;2022-11-02T11:28:15+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 910MW; 23h55 : 910MW 04/11/2022 00h00 : 910MW; 23h55 : 910MW";;
05470_EDF_T_00085667;Active;Chronique;Nucléaire;BLAYAIS 3;1;2022-11-02T11:28:10+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 945MW; 23h55 : 945MW 04/11/2022 00h00 : 945MW; 23h55 : 945MW";;
05470_EDF_T_00085666;Active;Chronique;Nucléaire;BLAYAIS 2;1;2022-11-02T11:28:06+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 844MW; 23h55 : 844MW 04/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 844MW; 14h25 : 844MW; 14h30 : 940MW; 15h55 : 940MW; 16h00 : 844MW; 23h55 : 844MW";;
05470_EDF_T_00085692;Active;Chronique;Nucléaire;TRICASTIN 2;1;2022-11-02T11:21:31+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 180MW; 08h25 : 180MW; 08h30 : 928MW; 23h55 : 928MW 04/11/2022 00h00 : 928MW; 08h55 : 928MW; 09h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085691;Active;Chronique;Nucléaire;TRICASTIN 1;1;2022-11-02T11:21:26+01:00;2022-11-03T00:00:00+01:00;2022-11-04T00:00:00+01:00;Informations complémentaires;"PMIN 03/11/2022 00h00 : 667MW; 23h55 : 667MW 04/11/2022 00h00 : 667MW; 23h55 : 667MW";;
05470_EDF_H_00082870;Inactive;Fortuite;Réservoir hydraulique;MONTPEZAT;1;2022-11-02T10:06:22+01:00;2022-11-01T09:30:00+01:00;2022-11-07T18:00:00+01:00;Défaillance;;131.8;0.0
05470_EDF_H_00082869;Inactive;Planifiée;Station de transfert d'énergie par pompage hydraulique;SUPER BISSORTE 2;1;2022-11-02T08:51:15+01:00;2022-11-08T07:30:00+01:00;2022-11-10T17:00:00+01:00;Maintenance prévisionnelle;;152.0;0.0
05470_EDF_T_00085663;Active;Planifiée;Nucléaire;NOGENT 2;2;2022-11-02T05:45:24+01:00;2022-11-02T03:40:00+01:00;2022-11-02T09:00:00+01:00;Maintenance prévisionnelle;;1310.0;675.0
05470_EDF_T_00085621;Active;Planifiée;Nucléaire;PALUEL 3;2;2022-11-02T04:45:26+01:00;2022-11-02T01:00:00+01:00;2022-11-02T07:00:00+01:00;Maintenance prévisionnelle;;1330.0;0.0
05470_EDF_T_00085663;Inactive;Planifiée;Nucléaire;NOGENT 2;1;2022-11-02T04:15:20+01:00;2022-11-02T03:40:00+01:00;2022-11-03T03:40:00+01:00;Maintenance prévisionnelle;La durée indiquée de l?indisponibilité correspond à une durée forfaitaire de 24h, évaluée sur la base du retour d?expérience sur le parc nucléaire. Une nouvelle version sera publiée en fonction des diagnostics et des analyses qui seront réalisés. ------------- The duration of the unavailability is a pre-defined 24 hours period, assessed on the basis of the nuclear fleet feedback. A new version will be published according to diagnostic and technical instruction;1310.0;675.0
05470_EDF_T_00085508;Active;Planifiée;Nucléaire;CHINON 4;3;2022-11-02T00:27:11+01:00;2022-11-01T13:00:00+01:00;2022-11-02T07:00:00+01:00;Maintenance prévisionnelle;;905.0;0.0
05470_EDF_T_00085423;Active;Planifiée;Nucléaire;DAMPIERRE 4;8;2022-11-01T22:12:22+01:00;2022-10-29T02:00:00+02:00;2022-11-02T01:30:00+01:00;Maintenance prévisionnelle;;890.0;480.0
05470_EDF_T_00085578;Annulée;Planifiée;Fuel / TAC;BRENNILIS 2;2;2022-11-01T17:21:18+01:00;2022-11-02T13:00:00+01:00;2022-11-02T18:00:00+01:00;Maintenance prévisionnelle;;85.0;0.0
05470_EDF_T_00085648;Active;Chronique;Nucléaire;ST LAURENT 1;2;2022-11-01T16:36:15+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 885MW; 00h55 : 885MW; 01h00 : 180MW; 05h25 : 180MW; 05h30 : 885MW; 12h55 : 885MW; 13h00 : 180MW; 13h25 : 180MW; 13h30 : 885MW; 14h55 : 885MW; 15h00 : 180MW; 23h55 : 180MW 03/11/2022 00h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085640;Active;Chronique;Nucléaire;GRAVELINES 6;4;2022-11-01T15:15:19+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 432MW; 06h25 : 432MW; 06h30 : 905MW; 16h55 : 905MW; 17h00 : 940MW; 23h55 : 940MW 03/11/2022 00h00 : 940MW; 13h25 : 940MW; 13h30 : 905MW; 15h55 : 905MW; 16h00 : 940MW; 23h55 : 940MW";;
05470_EDF_T_00085657;Active;Planifiée;Nucléaire;ST LAURENT 1;1;2022-11-01T14:30:20+01:00;2022-11-01T14:30:00+01:00;2022-11-01T18:00:00+01:00;Maintenance prévisionnelle;;915.0;218.0
05470_EDF_T_00085640;Inactive;Chronique;Nucléaire;GRAVELINES 6;3;2022-11-01T14:15:39+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 197MW; 06h25 : 197MW; 06h30 : 905MW; 16h55 : 905MW; 17h00 : 940MW; 23h55 : 940MW 03/11/2022 00h00 : 940MW; 13h25 : 940MW; 13h30 : 905MW; 15h55 : 905MW; 16h00 : 940MW; 23h55 : 940MW";;
05470_EDF_T_00085637;Active;Chronique;Nucléaire;GRAVELINES 1;2;2022-11-01T14:15:35+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 309MW; 07h25 : 309MW; 07h30 : 896MW; 09h55 : 896MW; 10h00 : 309MW; 12h25 : 309MW; 12h30 : 896MW; 14h55 : 896MW; 15h00 : 309MW; 23h55 : 309MW 03/11/2022 00h00 : 309MW; 07h25 : 309MW; 07h30 : 896MW; 10h55 : 896MW; 11h00 : 309MW; 12h25 : 309MW; 12h30 : 896MW; 14h55 : 896MW; 15h00 : 309MW; 23h55 : 309MW";;
05470_EDF_T_00085633;Active;Chronique;Nucléaire;CRUAS 4;2;2022-11-01T14:15:30+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 400MW; 23h55 : 400MW 03/11/2022 00h00 : 400MW; 17h55 : 400MW; 18h00 : 891MW; 23h55 : 891MW";;
05470_EDF_T_00085614;Inactive;Fortuite;Nucléaire;CRUAS 4;2;2022-11-01T12:27:10+01:00;2022-10-31T18:00:00+01:00;2022-11-03T18:00:00+01:00;Défaillance;;915.0;400.0
05470_EDF_T_00085645;Active;Chronique;Nucléaire;PALUEL 3;2;2022-11-01T12:21:24+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 633MW; 00h25 : 633MW; 00h30 : 0MW; 00h55 : 0MW; 01h00 : -25MW; 05h25 : -25MW; 05h30 : 0MW; 05h55 : 0MW; 06h00 : 633MW; 06h25 : 633MW; 06h30 : 1265MW; 23h55 : 1265MW 03/11/2022 00h00 : 1265MW; 12h55 : 1265MW; 13h00 : 352MW; 23h55 : 352MW";;
05470_EDF_T_00085640;Inactive;Chronique;Nucléaire;GRAVELINES 6;2;2022-11-01T12:21:21+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 197MW; 06h25 : 197MW; 06h30 : 905MW; 16h55 : 905MW; 17h00 : 197MW; 23h55 : 197MW 03/11/2022 00h00 : 197MW; 13h25 : 197MW; 13h30 : 905MW; 15h55 : 905MW; 16h00 : 197MW; 23h55 : 197MW";;
05470_EDF_T_00085645;Inactive;Chronique;Nucléaire;PALUEL 3;1;2022-11-01T11:23:11+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 352MW; 00h25 : 352MW; 00h30 : 0MW; 00h55 : 0MW; 01h00 : -25MW; 05h25 : -25MW; 05h30 : 0MW; 05h55 : 0MW; 06h00 : 352MW; 06h25 : 352MW; 06h30 : 1265MW; 23h55 : 1265MW 03/11/2022 00h00 : 1265MW; 12h55 : 1265MW; 13h00 : 352MW; 23h55 : 352MW";;
05470_EDF_T_00085644;Active;Chronique;Nucléaire;PALUEL 2;1;2022-11-01T11:23:07+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 1280MW; 23h55 : 1280MW 03/11/2022 00h00 : 1280MW; 23h55 : 1280MW";;
05470_EDF_T_00085643;Active;Chronique;Nucléaire;PALUEL 1;1;2022-11-01T11:23:03+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 947MW; 13h25 : 947MW; 13h30 : 1270MW; 16h55 : 1270MW; 17h00 : 947MW; 23h55 : 947MW 03/11/2022 00h00 : 947MW; 23h55 : 947MW";;
05470_EDF_T_00085642;Active;Chronique;Nucléaire;NOGENT 2;1;2022-11-01T11:22:59+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 1202MW; 00h55 : 1202MW; 01h00 : 637MW; 10h25 : 637MW; 10h30 : 1240MW; 17h55 : 1240MW; 18h00 : 637MW; 23h55 : 637MW 03/11/2022 00h00 : 637MW; 23h55 : 637MW";;
05470_EDF_T_00085641;Active;Chronique;Nucléaire;NOGENT 1;1;2022-11-01T11:22:55+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 1149MW; 23h55 : 1149MW 03/11/2022 00h00 : 1149MW; 01h25 : 1149MW; 01h30 : 1229MW; 19h25 : 1229MW; 19h30 : 1283MW; 23h55 : 1283MW";;
05470_EDF_T_00085640;Inactive;Chronique;Nucléaire;GRAVELINES 6;1;2022-11-01T11:22:51+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 940MW; 06h25 : 940MW; 06h30 : 905MW; 16h55 : 905MW; 17h00 : 940MW; 23h55 : 940MW 03/11/2022 00h00 : 940MW; 13h25 : 940MW; 13h30 : 905MW; 15h55 : 905MW; 16h00 : 940MW; 23h55 : 940MW";;
05470_EDF_T_00085639;Active;Chronique;Nucléaire;GRAVELINES 5;1;2022-11-01T11:22:48+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 905MW; 23h55 : 905MW 03/11/2022 00h00 : 905MW; 23h55 : 905MW";;
05470_EDF_T_00085638;Active;Chronique;Nucléaire;GRAVELINES 2;1;2022-11-01T11:22:44+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 896MW; 23h55 : 896MW 03/11/2022 00h00 : 896MW; 15h55 : 896MW; 16h00 : 182MW; 23h55 : 182MW";;
05470_EDF_T_00085637;Inactive;Chronique;Nucléaire;GRAVELINES 1;1;2022-11-01T11:22:40+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 309MW; 07h25 : 309MW; 07h30 : 896MW; 09h55 : 896MW; 10h00 : 760MW; 12h25 : 760MW; 12h30 : 896MW; 14h55 : 896MW; 15h00 : 760MW; 23h55 : 760MW 03/11/2022 00h00 : 309MW; 07h25 : 309MW; 07h30 : 896MW; 10h55 : 896MW; 11h00 : 760MW; 12h25 : 760MW; 12h30 : 896MW; 14h55 : 896MW; 15h00 : 760MW; 23h55 : 760MW";;
05470_EDF_T_00085636;Active;Chronique;Nucléaire;GOLFECH 2;1;2022-11-01T11:22:37+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 1278MW; 23h55 : 1278MW 03/11/2022 00h00 : 1278MW; 23h55 : 1278MW";;
05470_EDF_T_00085635;Active;Chronique;Nucléaire;DAMPIERRE 4;1;2022-11-01T11:22:33+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 180MW; 05h25 : 180MW; 05h30 : 875MW; 17h55 : 875MW; 18h00 : 843MW; 23h55 : 843MW 03/11/2022 00h00 : 843MW; 04h25 : 843MW; 04h30 : 875MW; 23h55 : 875MW";;
05470_EDF_T_00085634;Active;Chronique;Nucléaire;DAMPIERRE 1;1;2022-11-01T11:22:29+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 860MW; 23h55 : 860MW 03/11/2022 00h00 : 860MW; 23h55 : 860MW";;
05470_EDF_T_00085633;Inactive;Chronique;Nucléaire;CRUAS 4;1;2022-11-01T11:22:25+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 891MW; 23h55 : 891MW 03/11/2022 00h00 : 891MW; 23h55 : 891MW";;
05470_EDF_T_00085632;Active;Chronique;Nucléaire;CHINON 4;1;2022-11-01T11:22:21+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : -25MW; 05h25 : -25MW; 05h30 : 0MW; 05h55 : 0MW; 06h00 : 300MW; 06h25 : 300MW; 06h30 : 600MW; 06h55 : 600MW; 07h00 : 885MW; 07h55 : 885MW; 08h00 : 277MW; 23h55 : 277MW 03/11/2022 00h00 : 277MW; 05h25 : 277MW; 05h30 : 885MW; 16h55 : 885MW; 17h00 : 277MW; 23h55 : 277MW";;
05470_EDF_T_00085631;Active;Chronique;Nucléaire;CHINON 1;1;2022-11-01T11:22:18+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 890MW; 23h55 : 890MW 03/11/2022 00h00 : 890MW; 23h55 : 890MW";;
05470_EDF_T_00085630;Active;Chronique;Nucléaire;CATTENOM 2;1;2022-11-01T11:22:14+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 611MW; 08h25 : 611MW; 08h30 : 1261MW; 11h55 : 1261MW; 12h00 : 611MW; 23h55 : 611MW 03/11/2022 00h00 : 611MW; 08h25 : 611MW; 08h30 : 1261MW; 10h25 : 1261MW; 10h30 : 611MW; 23h55 : 611MW";;
05470_EDF_T_00085629;Active;Chronique;Nucléaire;BUGEY 5;1;2022-11-01T11:22:10+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 180MW; 08h25 : 180MW; 08h30 : 865MW; 23h55 : 865MW 03/11/2022 00h00 : 865MW; 11h55 : 865MW; 12h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085628;Active;Chronique;Nucléaire;BUGEY 3;1;2022-11-01T11:22:06+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 896MW; 21h55 : 896MW; 22h00 : 180MW; 23h55 : 180MW 03/11/2022 00h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085627;Active;Chronique;Nucléaire;BUGEY 2;1;2022-11-01T11:22:03+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 180MW; 03h25 : 180MW; 03h30 : 905MW; 23h55 : 905MW 03/11/2022 00h00 : 905MW; 19h55 : 905MW; 20h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085626;Active;Chronique;Nucléaire;BLAYAIS 4;1;2022-11-01T11:21:59+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 910MW; 23h55 : 910MW 03/11/2022 00h00 : 910MW; 23h55 : 910MW";;
05470_EDF_T_00085625;Active;Chronique;Nucléaire;BLAYAIS 3;1;2022-11-01T11:21:55+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 945MW; 23h55 : 945MW 03/11/2022 00h00 : 945MW; 23h55 : 945MW";;
05470_EDF_T_00085624;Active;Chronique;Nucléaire;BLAYAIS 2;1;2022-11-01T11:21:51+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 844MW; 08h25 : 844MW; 08h30 : 908MW; 11h55 : 908MW; 12h00 : 844MW; 23h55 : 844MW 03/11/2022 00h00 : 180MW; 07h25 : 180MW; 07h30 : 844MW; 23h55 : 844MW";;
05470_EDF_T_00085650;Active;Chronique;Nucléaire;TRICASTIN 2;1;2022-11-01T11:15:51+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 180MW; 23h55 : 180MW 03/11/2022 00h00 : 180MW; 08h25 : 180MW; 08h30 : 928MW; 22h55 : 928MW; 23h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085649;Active;Chronique;Nucléaire;TRICASTIN 1;1;2022-11-01T11:15:47+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 670MW; 23h55 : 670MW 03/11/2022 00h00 : 670MW; 23h55 : 670MW";;
05470_EDF_T_00085648;Inactive;Chronique;Nucléaire;ST LAURENT 1;1;2022-11-01T11:15:43+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 180MW; 05h25 : 180MW; 05h30 : 885MW; 12h55 : 885MW; 13h00 : 180MW; 23h55 : 180MW 03/11/2022 00h00 : 180MW; 23h55 : 180MW";;
05470_EDF_T_00085647;Active;Chronique;Nucléaire;ST ALBAN 1;1;2022-11-01T11:15:39+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 913MW; 05h25 : 913MW; 05h30 : 1126MW; 11h25 : 1126MW; 11h30 : 1320MW; 18h25 : 1320MW; 18h30 : 1126MW; 23h55 : 1126MW 03/11/2022 00h00 : 913MW; 05h25 : 913MW; 05h30 : 1126MW; 08h25 : 1126MW; 08h30 : 1320MW; 10h55 : 1320MW; 11h00 : 1126MW; 13h25 : 1126MW; 13h30 : 1320MW; 15h55 : 1320MW; 16h00 : 1126MW; 23h55 : 1126MW";;
05470_EDF_T_00085646;Active;Chronique;Nucléaire;PALUEL 4;1;2022-11-01T11:15:35+01:00;2022-11-02T00:00:00+01:00;2022-11-03T00:00:00+01:00;Informations complémentaires;"PMIN 02/11/2022 00h00 : 270MW; 08h25 : 270MW; 08h30 : 1282MW; 10h55 : 1282MW; 11h00 : 270MW; 23h55 : 270MW 03/11/2022 00h00 : 270MW; 02h25 : 270MW; 02h30 : 1282MW; 03h55 : 1282MW; 04h00 : 270MW; 07h25 : 270MW; 07h30 : 1282MW; 14h55 : 1282MW; 15h00 : 270MW; 23h55 : 270MW";;
05470_EDF_T_00085622;Active;Fortuite;Nucléaire;ST LAURENT 1;2;2022-11-01T10:30:28+01:00;2022-11-01T09:15:00+01:00;2022-11-01T10:20:00+01:00;Défaillance;;915.0;535.0
05470_EDF_H_00067452;Active;Planifiée;Station de transfert d'énergie par pompage hydraulique;GRAND MAISON 1;5;2022-11-01T10:00:28+01:00;2022-10-31T13:30:00+01:00;2022-10-31T16:30:00+01:00;Maintenance prévisionnelle;;152.0;0.0
05470_EDF_T_00085622;Inactive;Fortuite;Nucléaire;ST LAURENT 1;1;2022-11-01T09:21:15+01:00;2022-11-01T09:15:00+01:00;2022-11-02T09:15:00+01:00;Défaillance;La durée indiquée de l?indisponibilité correspond à une durée forfaitaire de 24h, évaluée sur la base du retour d?expérience sur le parc nucléaire. Une nouvelle version sera publiée en fonction des diagnostics et des analyses qui seront réalisés  The duration of the unavailability is a pre-defined 24 hours period, assessed on the basis of the nuclear fleet feedback. A new version will be published according to diagnostic and technical instruction;915.0;535.0
05470_EDF_T_00085621;Inactive;Planifiée;Nucléaire;PALUEL 3;1;2022-11-01T07:42:20+01:00;2022-11-02T01:00:00+01:00;2022-11-02T06:00:00+01:00;Maintenance prévisionnelle;;1330.0;0.0
05470_EDF_H_00082866;Active;Fortuite;Station de transfert d'énergie par pompage hydraulique;CHEYLAS 2;1;2022-11-01T04:27:18+01:00;2022-11-01T04:20:00+01:00;2022-11-01T04:30:00+01:00;Défaillance;;259.0;0.0
05470_EDF_T_00085615;Active;Planifiée;Nucléaire;CHINON 2;2;2022-10-31T21:56:19+01:00;2022-10-31T23:00:00+01:00;2022-11-02T00:00:00+01:00;Maintenance prévisionnelle;;905.0;276.0
05470_EDF_T_00085619;Active;Planifiée;Nucléaire;CHINON 4;1;2022-10-31T21:51:15+01:00;2022-10-31T21:50:00+01:00;2022-11-01T13:00:00+01:00;Maintenance prévisionnelle;;905.0;373.0
05470_EDF_T_00085618;Active;Planifiée;Nucléaire;ST LAURENT 1;1;2022-10-31T21:06:11+01:00;2022-11-01T00:00:00+01:00;2022-11-01T02:00:00+01:00;Maintenance prévisionnelle;;915.0;180.0
05470_EDF_T_00085552;Annulée;Planifiée;Nucléaire;GRAVELINES 2;3;2022-10-31T19:45:22+01:00;2022-11-01T05:00:00+01:00;2022-11-03T00:00:00+01:00;Maintenance prévisionnelle;;910.0;770.0
05470_EDF_T_00085423;Inactive;Planifiée;Nucléaire;DAMPIERRE 4;7;2022-10-31T18:57:18+01:00;2022-10-29T02:00:00+02:00;2022-11-01T22:30:00+01:00;Maintenance prévisionnelle;;890.0;480.0
05470_EDF_T_00085615;Inactive;Planifiée;Nucléaire;CHINON 2;1;2022-10-31T18:00:37+01:00;2022-10-31T22:00:00+01:00;2022-11-02T00:00:00+01:00;Maintenance prévisionnelle;;905.0;276.0
05470_EDF_T_00085614;Inactive;Fortuite;Nucléaire;CRUAS 4;1;2022-10-31T17:45:23+01:00;2022-10-31T18:00:00+01:00;2022-11-01T18:00:00+01:00;Défaillance;;915.0;400.0
